review_case_id,feature_id,layer_id,name_ar,review_reason_codes,priority,current_value,issue_description,required_action,required_entity,suggested_collection_method,evidence_available,automatic_resolution_possible,manual_review_required,status,notes
REV-00292,LY-FNB-CAF-TRI-00274,tripoliCafes,فرايتس شيف,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00293,LY-FNB-CAF-TRI-00275,tripoliCafes,مقهى هارون فرع بن عاشور,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00294,LY-FNB-CAF-TRI-00276,tripoliCafes,مطعم طشطشة,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00295,LY-FNB-CAF-TRI-00277,tripoliCafes,مقهى تشامبيون - Cafe champion,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00296,LY-FNB-CAF-TRI-00278,tripoliCafes,Bartato,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00297,LY-FNB-CAF-TRI-00279,tripoliCafes,مطعم الشامي 2- فرع رأس حسن,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00298,LY-FNB-CAF-TRI-00280,tripoliCafes,كباب عريبي,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00299,LY-FNB-CAF-TRI-00281,tripoliCafes,ماندو Mando,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00300,LY-FNB-CAF-TRI-00282,tripoliCafes,مطعم 93,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00301,LY-FNB-CAF-TRI-00283,tripoliCafes,دولشي كيك,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00302,LY-FNB-CAF-TRI-00284,tripoliCafes,مقهى براون - Brown Cafe,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00303,LY-FNB-CAF-TRI-00285,tripoliCafes,عكسـة الرجـال,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00304,LY-FNB-CAF-TRI-00286,tripoliCafes,مقهى القيزاني - Cafe algezani,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00305,LY-FNB-CAF-TRI-00287,tripoliCafes,كافيتيريا كلية العلوم / جامعة طرابلس,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00306,LY-FNB-CAF-TRI-00288,tripoliCafes,Espresso Lab Cafe - مقهى إسبريسو لاب,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00307,LY-FNB-CAF-TRI-00289,tripoliCafes,Crown Cafe,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
